"CASE_ID","CASE_PARTICIPANT_ID","RECEIVED_DATE","OFFENSE_CATEGORY","DIVERSION_PROGRAM","REFERRAL_DATE","DIVERSION_COUNT","PRIMARY_CHARGE_OFFENSE_TITLE","STATUTE","RACE","GENDER","DIVERSION_RESULT","DIVERSION_CLOSED_DATE"
"389,039,620,032","5,361,237,884,859","2021 Aug 30 12:00:00 AM","Aggravated Battery Police Officer","MHC","2022 Dec 13 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","White","Male",,
"393,031,561,964","5,447,915,668,427","2022 Oct 19 12:00:00 AM","Narcotics","DDPP","2022 Dec 13 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Feb 10 12:00:00 AM"
"393,044,437,963","5,448,208,468,858","2022 Oct 20 12:00:00 AM","Narcotics","DC","2022 Dec 13 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male",,
"393,267,664,428","5,453,108,032,971","2022 Nov 14 12:00:00 AM","Narcotics","SEED","2022 Dec 13 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Black","Male",,
"393,411,085,202","5,456,292,306,846","2022 Dec 01 12:00:00 AM","Narcotics","DC","2022 Dec 13 12:00:00 AM","1","METHAMPHETAMINE POSSESSION","720 ILCS 646/60(a)","Black","Male",,
"393,630,232,143","5,461,210,689,891","2022 Dec 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 13 12:00:00 AM","1","POSS CAN/>100-500 GRAM/1ST","720 ILCS 550/4(d)","Black","Female","Graduated","2023 Mar 10 12:00:00 AM"
"393,197,547,606","5,451,614,141,925","2022 Nov 04 12:00:00 AM","Narcotics","DDPP","2022 Dec 14 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Female","Graduated","2023 Feb 22 12:00:00 AM"
"393,390,305,125","5,455,856,703,936","2022 Nov 29 12:00:00 AM","Narcotics","DDPP","2022 Dec 14 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2023 Apr 21 12:00:00 AM"
"393,449,075,771","5,457,150,228,714","2022 Dec 05 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2022 Dec 14 12:00:00 AM","1","AGGRAVATED UNLAWFUL USE OF WEAPON","720 ILCS 5/24-1.6(a)(1)","Black","Male",,
"393,632,271,905","5,461,264,379,195","2022 Dec 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 14 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Female","Graduated","2023 Mar 10 12:00:00 AM"
"382,585,175,294","5,213,690,268,008","2020 Jan 15 12:00:00 AM","Narcotics","MHC","2022 Dec 15 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male",,
"391,659,821,946","5,419,390,596,562","2022 Jun 07 12:00:00 AM","Narcotics","SEED","2022 Dec 15 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Black","Male","Failed","2023 Apr 05 12:00:00 AM"
"392,415,553,807","5,434,691,494,704","2022 Aug 18 12:00:00 AM","Narcotics","DC","2022 Dec 15 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male",,
"393,288,571,990","5,453,598,985,679","2022 Nov 16 12:00:00 AM","Narcotics","DDPP","2022 Dec 15 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Female","Graduated","2023 Jan 20 12:00:00 AM"
"393,632,144,420","5,461,261,611,705","2022 Dec 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 15 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Apr 14 12:00:00 AM"
"390,815,997,859","5,400,586,056,212","2022 Mar 17 12:00:00 AM","Narcotics","RJCC","2022 Dec 16 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(g)","Black","Female","Graduated","2023 Nov 03 12:00:00 AM"
"393,269,704,191","5,453,149,545,319","2022 Nov 14 12:00:00 AM","Narcotics","BR9","2022 Dec 16 12:00:00 AM","2","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(1)","Black","Male","Graduated","2023 Aug 30 12:00:00 AM"
"393,307,312,304","5,454,020,197,641","2022 Oct 30 12:00:00 AM","Narcotics","RJCC","2022 Dec 16 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(c)","Unknown","Female","Graduated","2024 Jul 18 12:00:00 AM"
"393,381,508,651","5,455,648,035,198","2022 Nov 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 16 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Failed","2023 Jan 20 12:00:00 AM"
"380,186,415,053","5,161,937,653,440","2019 Jul 31 12:00:00 AM","Narcotics","DC","2022 Dec 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(iii)","Black","Male","Failed","2023 Aug 08 12:00:00 AM"
"392,641,967,402","5,439,433,865,391","2022 Sep 09 12:00:00 AM","Narcotics","DDPP","2022 Dec 19 12:00:00 AM","1","POSS CAN/>100-500 GRAM/1ST","720 ILCS 550/4(d)","Black","Male","Graduated","2022 Dec 19 12:00:00 AM"
"392,894,387,963","5,444,914,048,884","2022 Oct 04 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2022 Dec 19 12:00:00 AM","1","AGG UUW/UNLOADED/NO FCCA","720 ILCS 5/24-1.6(a)(1)","Black","Male","Graduated","2023 May 17 12:00:00 AM"
"393,040,485,924","5,448,117,141,691","2022 Oct 20 12:00:00 AM","Narcotics","DDPP","2022 Dec 19 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Biracial","Male","Graduated","2022 Dec 19 12:00:00 AM"
"393,307,694,760","5,454,025,732,621","2022 Nov 18 12:00:00 AM","Narcotics","SEED","2022 Dec 19 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(e)","Black","Male",,
"393,496,627,725","5,458,281,578,584","2022 Dec 11 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2022 Dec 19 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Unknown","Unknown","Graduated","2023 Nov 09 12:00:00 AM"
"393,498,157,547","5,458,313,127,969","2022 Dec 11 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2022 Dec 19 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Unknown","Male","Graduated","2023 Jun 14 12:00:00 AM"
"393,633,929,212","5,461,298,142,571","2022 Dec 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 19 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"391,657,399,729","5,419,351,851,704","2022 Jun 07 12:00:00 AM","Burglary","DC","2022 Dec 20 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","White","Male",,
"393,113,407,419","5,449,759,923,694","2022 Oct 27 12:00:00 AM","Narcotics","SEED","2022 Dec 20 12:00:00 AM","1","POSS CAN/>100-500 GRAM/1ST","720 ILCS 550/4(d)","Black","Male","Failed","2023 Jun 06 12:00:00 AM"
"393,632,781,846","5,461,280,430,636","2022 Dec 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 20 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2023 May 12 12:00:00 AM"
"393,633,291,786","5,461,286,519,114","2022 Dec 28 12:00:00 AM","Narcotics","DDPP","2022 Dec 20 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"393,152,417,869","5,450,612,310,582","2022 Oct 31 12:00:00 AM","Burglary","DC","2022 Dec 22 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","Black","Male",,
"389,962,484,901","5,382,012,324,518","2021 Dec 12 12:00:00 AM","Other Offense","MHC","2022 Dec 27 12:00:00 AM","1","DISORDERLY CONDUCT","720 ILCS 5/26-1(a)(6)","White","Male",,
"391,501,102,957","5,415,960,569,584","2022 May 23 12:00:00 AM","Narcotics","DS","2022 Dec 27 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2022 Dec 27 12:00:00 AM"
"393,529,136,434","5,458,994,483,981","2022 Dec 14 12:00:00 AM","Narcotics","DDPP","2022 Dec 27 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Graduated","2023 Feb 27 12:00:00 AM"
"391,604,493,399","5,418,311,275,503","2022 Jun 01 12:00:00 AM","Possession of Stolen Motor Vehicle","DDPP","2022 Dec 28 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Black","Male","Failed","2022 Dec 28 12:00:00 AM"
"393,269,704,191","5,453,149,545,319","2022 Nov 14 12:00:00 AM","Narcotics","DDPP","2022 Dec 28 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(1)","Black","Male",,
"389,308,996,115","5,367,302,008,721","2021 Sep 29 12:00:00 AM","Burglary","MHC","2022 Dec 29 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","White","Male","Graduated","2024 May 09 12:00:00 AM"
"389,906,773,899","5,380,745,921,142","2021 Dec 05 12:00:00 AM","Aggravated Battery Police Officer","MHC","2022 Dec 29 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","White","Male","Graduated","2024 May 09 12:00:00 AM"
"392,155,229,168","5,429,377,914,102","2022 Jul 22 12:00:00 AM","Criminal Damage to Property","MHC","2022 Dec 29 12:00:00 AM","1","CRIMINAL DAMAGE TO GOVERNMENT SUPPORTED PROPERTY","720 ILCS 5/21-1.01(a)(1)","White","Male","Graduated","2024 May 09 12:00:00 AM"
"393,161,979,254","5,450,847,547,223","2022 Nov 01 12:00:00 AM","Theft","ACT","2022 Dec 29 12:00:00 AM","1","CONTINUING FIN CRIME ENTRPRS","720 ILCS 5/17-10.6(h)","Black","Male",,
"393,207,618,931","5,451,824,471,157","2022 Nov 06 12:00:00 AM","Retail Theft","DC","2022 Dec 29 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","Black","Male","Failed","2023 Oct 24 12:00:00 AM"
"393,423,706,230","5,456,601,712,217","2022 Oct 18 12:00:00 AM","Narcotics","DDPP","2022 Dec 29 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Female","Graduated","2023 Mar 10 12:00:00 AM"
"390,787,568,674","5,399,968,905,965","2022 Mar 15 12:00:00 AM","Retail Theft","DC","2022 Dec 30 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","Black","Male",,
"393,787,931,251","5,464,885,362,976","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2022 Dec 30 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Failed","2023 Apr 14 12:00:00 AM"
"393,445,378,702","5,457,056,687,556","2022 Dec 05 12:00:00 AM","Narcotics","RJCC","2023 Jan 02 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2024 May 09 12:00:00 AM"
"388,996,785,028","5,360,259,853,929","2021 Aug 25 12:00:00 AM","Narcotics","MHC","2023 Jan 03 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Male","Graduated","2023 Apr 13 12:00:00 AM"
"389,557,974,578","5,372,902,854,774","2021 Oct 26 12:00:00 AM","Narcotics","MHC","2023 Jan 03 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Graduated","2023 Apr 13 12:00:00 AM"
"390,905,364,936","5,402,564,811,488","2022 Mar 27 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2023 Jan 03 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Latinx","Male","Graduated","2024 Feb 21 12:00:00 AM"
"391,464,642,209","5,415,125,341,133","2022 May 13 12:00:00 AM","Escape - Failure to Return","MHC","2023 Jan 03 12:00:00 AM","1","ESCAPE; FAILURE TO COMPLY WITH A CONDITION OF THE ELECTRONIC HOME MONITORING DETENTION PROGRAM","730 ILCS 5/5-8A-4.1(a)","Black","Male","Graduated","2023 Apr 13 12:00:00 AM"
"393,261,290,172","5,452,973,532,962","2022 Nov 13 12:00:00 AM","Possession of Stolen Motor Vehicle","DC","2023 Jan 03 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Black","Female",,
"393,279,265,575","5,453,357,660,560","2022 Nov 15 12:00:00 AM","Narcotics","SEED","2023 Jan 03 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Female","Graduated","2024 Jan 02 12:00:00 AM"
"393,349,382,398","5,454,993,247,089","2022 Nov 18 12:00:00 AM","Narcotics","DDPP","2023 Jan 03 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Unknown","Unknown","Graduated","2023 Mar 24 12:00:00 AM"
"393,787,421,311","5,464,877,060,506","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 03 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male",,
"393,029,394,717","5,447,855,890,645","2022 Oct 19 12:00:00 AM","Narcotics","BR9","2023 Jan 04 12:00:00 AM","2","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Black","Male",,
"393,029,394,717","5,447,855,890,645","2022 Oct 19 12:00:00 AM","Narcotics","DDPP","2023 Jan 04 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"393,406,750,707","5,456,188,802,724","2022 Nov 30 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2023 Jan 04 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Black","Male",,
"387,631,291,781","5,329,262,306,591","2021 Apr 18 12:00:00 AM","Retail Theft","DC","2023 Jan 05 12:00:00 AM","2","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","White","Male",,
"390,303,890,084","5,389,379,936,122","2022 Jan 27 12:00:00 AM","Narcotics","MHC","2023 Jan 05 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male",,
"391,910,585,200","5,424,543,662,750","2022 Jun 29 12:00:00 AM","Residential Burglary","DS","2023 Jan 05 12:00:00 AM","1","RESIDENTIAL BURGLARY","720 ILCS 5/19-3(a)","White","Male","Graduated","2023 Jan 05 12:00:00 AM"
"393,785,636,519","5,464,846,064,619","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 05 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2023 Mar 10 12:00:00 AM"
"393,786,018,974","5,464,852,706,595","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 05 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"393,786,783,885","5,464,866,544,044","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 05 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"392,129,094,716","5,428,789,545,750","2022 Jul 20 12:00:00 AM","Narcotics","DC","2023 Jan 06 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Female",,
"393,303,742,721","5,453,926,656,482","2022 Nov 17 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2023 Jan 06 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Black","Male","Graduated","2024 May 08 12:00:00 AM"
"393,440,406,782","5,456,964,253,393","2022 Dec 05 12:00:00 AM","Narcotics","RJCC","2023 Jan 06 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Failed","2023 Dec 07 12:00:00 AM"
"393,790,225,984","5,464,940,712,774","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 06 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 24 12:00:00 AM"
"392,567,643,570","5,437,915,066,935","2022 Sep 02 12:00:00 AM","UUW - Unlawful Use of Weapon","VC","2023 Jan 09 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Black","Male","Graduated","2024 May 06 12:00:00 AM"
"392,978,145,694","5,446,738,378,224","2022 Oct 12 12:00:00 AM","Possession of Stolen Motor Vehicle","RJCC","2023 Jan 09 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Black","Male","Failed","2023 May 17 12:00:00 AM"
"393,428,295,695","5,456,707,430,331","2022 Dec 03 12:00:00 AM","Retail Theft","DC","2023 Jan 09 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","Black","Male",,
"393,465,903,808","5,457,545,979,769","2022 Dec 03 12:00:00 AM","Aggravated Fleeing and Eluding","DC","2023 Jan 09 12:00:00 AM","1","AGGRAVATED FLEEING OR ATTEMPT TO ELUDE A PEACE OFFICER","625 ILCS 5/11-204.1(a)(1)","Black","Male",,
"393,788,186,222","5,464,888,130,466","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 09 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"393,789,588,558","5,464,927,428,822","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 09 12:00:00 AM","1","POSS CAN/>100-500 GRAM/1ST","720 ILCS 550/4(d)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"390,901,412,897","5,402,483,447,285","2022 Mar 26 12:00:00 AM","Burglary","MHC","2023 Jan 10 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","White","Female",,
"391,134,200,748","5,407,692,970,267","2022 Apr 18 12:00:00 AM","Narcotics","DC","2023 Jan 10 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male",,
"391,310,002,744","5,411,673,174,236","2022 May 04 12:00:00 AM","Narcotics","ACT","2023 Jan 10 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Graduated","2024 Jul 26 12:00:00 AM"
"391,641,591,572","5,419,030,269,378","2022 Jun 05 12:00:00 AM","Aggravated Battery","MHC","2023 Jan 10 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(11)","Black","Female",,
"393,311,391,829","5,454,105,436,330","2022 Nov 18 12:00:00 AM","Attempt Armed Robbery","MHC","2023 Jan 10 12:00:00 AM","1","ATTEMPT ARMED ROBBERY","720 ILCS 5/8-4(18-2(a)(1))","White","Male","Graduated","2024 Oct 08 12:00:00 AM"
"393,418,096,884","5,456,469,979,698","2022 Dec 02 12:00:00 AM","Possession of Stolen Motor Vehicle","BR9","2023 Jan 10 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Unknown","Unknown","Graduated","2023 Oct 18 12:00:00 AM"
"393,789,971,013","5,464,935,731,292","2023 Jan 12 12:00:00 AM","Narcotics","DDPP","2023 Jan 10 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 10 12:00:00 AM"
"388,015,786,938","5,338,080,636,399","2021 May 22 12:00:00 AM","UUW - Unlawful Use of Weapon","VC","2023 Jan 11 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Black","Male",,
"392,850,660,562","5,443,955,943,882","2022 Sep 29 12:00:00 AM","Narcotics","DS","2023 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2023 Jan 11 12:00:00 AM"
"392,850,660,562","5,443,956,497,380","2022 Sep 29 12:00:00 AM","Narcotics","DS","2023 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2023 Jan 11 12:00:00 AM"
"393,678,549,008","5,462,450,525,364","2023 Jan 02 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2023 Jan 11 12:00:00 AM","1","AGGRAVATED UNLAWFUL USE OF WEAPON","720 ILCS 5/24-1.6(a)(1)","Unknown","Male",,
"394,098,994,973","5,468,555,054,579","2023 Jan 27 12:00:00 AM","Narcotics","DDPP","2023 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Failed","2023 Jan 27 12:00:00 AM"
"394,269,825,050","5,471,481,951,894","2023 Feb 09 12:00:00 AM","Narcotics","DDPP","2023 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Mar 17 12:00:00 AM"
"394,270,080,020","5,471,485,272,882","2023 Feb 09 12:00:00 AM","Narcotics","DDPP","2023 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2023 Mar 17 12:00:00 AM"
"394,270,334,990","5,471,488,040,371","2023 Feb 09 12:00:00 AM","Narcotics","DDPP","2023 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Failed","2023 Apr 17 12:00:00 AM"
"393,531,176,196","5,459,034,335,836","2022 Dec 14 12:00:00 AM","Narcotics","DDPP","2023 Jan 12 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(e)","Black","Male","Graduated","2023 Feb 23 12:00:00 AM"
"394,253,761,923","5,471,206,309,900","2023 Feb 08 12:00:00 AM","Narcotics","DDPP","2023 Jan 12 12:00:00 AM","2","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Failed","2023 Mar 01 12:00:00 AM"
"394,266,765,406","5,471,441,546,541","2023 Feb 09 12:00:00 AM","Narcotics","DDPP","2023 Jan 12 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2023 Apr 21 12:00:00 AM"
"396,429,678,153","5,505,874,102,339","2023 Jul 03 12:00:00 AM","Narcotics","ACT","2023 Jan 12 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Male","Graduated","2024 Nov 07 12:00:00 AM"
"393,713,607,420","5,463,297,930,771","2023 Jan 05 12:00:00 AM","Theft","BR9","2023 Jan 13 12:00:00 AM","1","THEFT","720 ILCS 5/16-1(a)(1)","Latinx","Male","Failed","2023 Mar 29 12:00:00 AM"
"393,714,117,360","5,463,307,893,735","2023 Jan 05 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2023 Jan 13 12:00:00 AM","1","AGGRAVATED UNLAWFUL USE OF WEAPON","720 ILCS 5/24-1.6(a)(1)","Black","Female","Graduated","2023 Jul 26 12:00:00 AM"
"394,268,167,743","5,471,460,918,970","2023 Feb 09 12:00:00 AM","Narcotics","DDPP","2023 Jan 13 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Graduated","2023 Mar 17 12:00:00 AM"
"394,269,315,109","5,471,474,202,922","2023 Feb 09 12:00:00 AM","Narcotics","DDPP","2023 Jan 13 12:00:00 AM","1","POSS CAN/>100-500 GRAM/1ST","720 ILCS 550/4(d)","Black","Female","Graduated","2023 Mar 17 12:00:00 AM"
"395,156,866,597","5,484,926,971,310","2023 Apr 06 12:00:00 AM","Aggravated Fleeing and Eluding","DC","2023 Jan 16 12:00:00 AM","1","AGGRAVATED FLEEING OR ATTEMPT TO ELUDE A PEACE OFFICER","625 ILCS 5/11-204.1(a)(1)","White","Male",,
"396,481,437,116","5,506,987,740,274","2023 Jul 07 12:00:00 AM","Narcotics","DC","2023 Jan 16 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(a)(2)(A)","Black","Male",,
"393,398,209,203","5,456,023,860,326","2022 Nov 29 12:00:00 AM","Retail Theft","BR9","2023 Jan 17 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","Black","Female","Graduated","2023 Aug 02 12:00:00 AM"
"393,501,472,160","5,458,402,241,143","2022 Dec 12 12:00:00 AM","Aggravated Battery Police Officer","MHC","2023 Jan 17 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","Black","Male",,
